"","15001181972.mzML","15001182033.mzML","15001182081.mzML","15001182147.mzML","15001237815.mzML","15001237871.mzML","15001237881.mzML","15001237912.mzML","15001237932.mzML","15001237942.mzML","15001237965.mzML","15001237970.mzML","15001238002.mzML","15001238074.mzML","15001238091.mzML","15001238101.mzML","15001238105.mzML","15001238112.mzML","15001238117.mzML","15001238123.mzML","15001238145.mzML","15001238153.mzML","15001238158.mzML","15001238160.mzML","15001238165.mzML","15001238182.mzML","15001238184.mzML","15001238201.mzML","15001238202.mzML","15001238211.mzML","15001238220.mzML","15001238222.mzML","15001238225.mzML","15001238232.mzML","15001238252.mzML","15001238257.mzML","15001238260.mzML","15001238262.mzML","15001238265.mzML","15001238277.mzML","15001238279.mzML","15001238282.mzML","15001238285.mzML","15001238286.mzML","15001238289.mzML","15001238290.mzML","15001238293.mzML","15001238299.mzML","15001238305.mzML","15001238367.mzML","15001238370.mzML","15001238387.mzML","15001238424.mzML","15001336415.mzML","15001336468.mzML","15001336476.mzML","15001336487.mzML","15001336488.mzML","15001336493.mzML","15001336511.mzML","15001336514.mzML","15001336515.mzML","15001336517.mzML","15001336534.mzML","15001336536.mzML","15001336542.mzML","15001336544.mzML","15001336546.mzML","15001336547.mzML","15001336569.mzML","15001336618.mzML","15001336624.mzML","15001336626.mzML","15001336656.mzML","15001336657.mzML","15001336664.mzML","15001336668.mzML","15001336698.mzML","15001336700.mzML","15001336727.mzML","15001336731.mzML","15001336756.mzML","15001336760.mzML","15001336766.mzML","15001336792.mzML","15001336812.mzML","15001336813.mzML","15001336838.mzML","15001336925.mzML","15001336942.mzML","15001336945.mzML","15001336951.mzML","15001336993.mzML","15001337040.mzML","15001337083.mzML","15001337114.mzML","15001337115.mzML","15001337117.mzML","15001337142.mzML","15001337187.mzML","control_129.mzML","control_130.mzML","control_131.mzML","control_132.mzML","control_133.mzML","control_134.mzML","control_135.mzML","control_136.mzML","control_137.mzML","control_138.mzML","control_139.mzML","control_140.mzML","control_141.mzML","control_142.mzML","control_143.mzML","control_144.mzML","control_145.mzML","control_146.mzML","control_147.mzML","control_148.mzML","control_149.mzML","control_150.mzML","control_151.mzML","control_152.mzML","control_153.mzML","control_154.mzML","control_155.mzML","control_156.mzML","control_157.mzML","control_158.mzML"
"P02679",31.9533212643288,30.7909782209443,30.5797622410798,31.5291035564281,31.5391046050416,31.2130494716136,31.1954190680637,30.9736250301797,31.2119191803273,31.629775489895,31.7723323962881,31.0737880567048,31.2300067961711,32.1593336777688,31.326113718138,31.9211824620615,30.9481826440964,31.0923113131693,31.1160116958801,31.922626503027,31.9763533008114,31.8229335075018,31.3802154400534,31.7031159311664,31.8357750827962,31.1050104209787,31.9299563588139,29.6293265975029,30.8047132069452,30.8039051498836,31.5985639236321,31.6988360530492,31.8055369516156,30.6297959393242,31.4743565419074,31.6766842176771,30.7324301693879,31.1345397520906,31.1652726005371,31.1819152006298,32.1393571233424,31.3958521960377,30.7019967725201,31.7138323316075,31.424150908931,32.2427718547009,32.2115038072777,31.6714431283891,32.0694079762388,31.0027667845629,32.2740695640678,31.4669090261614,31.4551056847422,30.8968259071754,31.3342440935213,31.6748814537548,31.86193861221,31.17343559586,30.9367471052472,30.8665956352747,31.7477599843174,31.5545245634963,31.3489790645945,31.4963113290246,31.4900157349484,30.9161843491073,31.4199726459085,31.2086015688506,31.4345559493716,31.8232917198423,31.3714968345308,31.5671326005081,31.8514625479474,31.2721684340057,30.7988331754961,31.8676415678997,31.739572763323,31.9422723334424,32.0611628592262,32.0554500907404,31.8362156649448,31.4180588612061,31.5685105206882,31.9585913012537,32.6375024657185,31.2453764413211,31.2496277974438,31.4048720786585,31.3943271403587,31.8647417674754,31.4495820523288,31.2366170194281,31.7569417785888,31.7892389046171,31.7370590448996,32.1502029698533,31.6764746154345,32.3570317555906,31.9308920558547,30.9320088833772,30.5374588451155,30.5445046303296,29.811481610119,26.1642227265369,30.7058278864639,30.028850005511,30.1837728687663,30.0525874552397,29.3979747373388,30.7674819328794,29.9303561116178,30.3796669674414,29.9983324387549,30.0132090109642,30.3881964031405,30.1444735690473,30.6799365195916,30.4436781175071,30.4252207663352,29.4515207849521,30.9248775483844,30.8674719012268,30.2675278165694,30.6029769922185,30.2342271629765,30.241915234405,30.5946314559751,30.5640617793483,30.4437530973864,30.7491770944523
"Q06033",25.835180042531,24.355818452233,23.4277435273159,26.4147603226125,24.5307205387905,24.3151434799434,25.6071626606124,25.3445265938787,26.3698097810791,26.3024895779254,25.8972483298296,24.4410812444918,25.9545424532916,25.3835184156571,22.8214787481999,26.3750402270255,25.1518903200133,25.193923696633,26.1107703465179,26.3030373826528,25.5726982607118,26.4631304412216,26.5068054954395,26.1895179919723,26.4842585675153,26.1182103152796,25.4254892004956,24.8367077284347,24.3445498907039,25.3700304352373,26.081128573372,24.2983976837764,26.6575629113115,23.4753920533281,25.9371661729894,25.9442026721223,25.4073132824459,25.8819515950508,26.0576378068172,25.3871510624118,26.2318964537501,25.3119755361229,25.7735704613802,26.2465765095031,25.9338846692861,26.5180303329198,26.6096865723153,26.2487287662599,25.8598682009232,25.1453222371733,26.5758920012061,25.4417038659877,25.2860022517789,24.9117252420841,26.2907458920693,25.8437103360073,26.2553556769491,26.4531286836858,24.7731871079082,24.9229007494742,24.9535678043753,25.7555984943088,25.324389336156,25.7724180815412,26.4822198182022,25.3284192298582,25.2347347080879,25.4733638917869,23.9373168818485,25.9022439919736,25.7663057712017,25.6012204806412,25.7032676204494,24.256208112533,25.9195745072347,25.5976454576745,26.1485512137481,26.1656276020383,25.5116705068604,26.7094802691074,26.2094414662397,24.8349098121553,24.8651506492758,26.3847754516815,26.3308675171812,24.9737331834072,24.6194425605251,25.181197914352,25.5717049703002,24.7494181382637,25.4774258911043,25.786444630319,25.7772957547531,24.1056620610422,26.0917730393931,24.8476634701026,24.5271541011635,24.5923510706772,26.3213574123882,25.4645929864884,23.4198636353578,24.7104495456722,23.1333125101983,23.0735767539432,23.0104994225966,23.509942408047,22.9424867641311,22.7572234529856,23.8328531309578,23.1230724751167,23.9354955557225,23.4658877017061,23.6413560110237,23.8368831699948,24.2453942853866,24.9622286437961,24.9410374839976,24.630376231469,23.7178320275184,22.8979430148231,24.6595288743849,24.4868506075414,24.0204930534896,23.8538459731163,22.0324555833598,23.4315654452732,24.085897071162,24.3566760198495,24.6698299150577,23.348804727738
"P06318",21.8604470105404,22.0562204471503,21.6288615586567,21.252228381911,22.1365667272287,19.6964831630078,21.2974198110417,21.774514625926,21.5811670148318,19.6181792458505,21.0777729276716,21.2079438588581,20.670252197826,21.2585880007789,19.305789680588,21.3282766386363,20.9404569159746,22.3148108489703,20.9266216805019,22.0533500534931,20.6231126499461,21.2657053448608,19.9339099657521,21.0442472199343,21.8733370154937,21.6102604746412,22.8233514950056,19.106352327582,21.5156975286398,23.4063221911839,21.6358668820861,19.5564319601766,21.5254262751855,20.1957958311286,20.4029751882315,21.9553046688819,20.3355900051756,21.8950765407472,21.4259714808771,20.5573136436674,22.4111838151656,19.6268836217864,22.0745493338999,21.028718304028,21.8933910831909,21.0508615253847,20.7000171610389,21.9264377085952,22.4342001042723,20.6359562203154,23.2939088411467,22.3360136938615,19.3579282301076,18.5307704094861,21.3347532729478,21.5350787463507,22.0113282763619,20.6599436461734,20.3752628406466,20.3191350363532,22.416057597608,20.8153998707992,19.4831250630548,21.3401020794005,20.6457298421322,21.5016791871524,18.9158067452088,21.0087025073293,21.5647389782262,21.6108761544139,20.1338894915132,18.8185856723774,22.2588531009508,20.1571961697225,21.9349320759893,22.4483926093957,19.7676358552721,20.2901514017734,22.2239918084573,20.2264280690832,21.8346846811497,20.5273431751655,21.8573573390267,21.7931713727224,22.6404993687982,20.3310273529759,16.4654933882065,11.4866329295673,20.6073285978027,21.4647786507173,21.7766476822005,21.6697358606503,22.2994169594473,21.8789390508643,22.2800235238258,21.6565864304605,21.3200552682965,21.6042747285983,22.5576159640573,22.6078570806876,20.6617425274145,21.4984435239357,20.1058055874854,19.6270782859431,21.7634616962839,20.6450780533489,20.5553094122063,19.7776262489793,20.1441865885844,20.3984497796785,22.0412094490694,20.4856891996982,20.2599947949783,21.4606884580641,19.0453144020016,20.4462710739671,21.0384011456686,21.3950284391981,20.9331238215984,19.8513261624064,21.348738418288,20.9021583188287,20.8115894986831,19.7973404550233,20.8451064624912,19.3968004227284,20.6942724334967,20.5107690927193,20.2268191587701,20.2256663981268
"P00751",28.9909626136569,28.6950671490674,27.6020996260252,28.2644977231087,28.1321653559965,28.2765000108676,27.2144918111578,27.8118027043066,28.8604957741087,28.4924988116301,28.8534056036802,26.7555997166935,27.920291061027,27.9162352015961,26.8772299231343,28.8176933564248,27.8261345300657,27.9019271323897,28.3209610907959,28.3090746722231,28.7143029620037,28.2897189219729,28.4925642107135,28.6966485829306,28.4481778229199,28.4541325880576,28.4896010420693,27.572325061756,27.8526172284929,27.5847243424209,28.4925583432533,28.229727573228,28.1741410473735,26.8662930153655,28.2345072683868,28.2433044618881,27.5773984002922,27.9919373233591,28.1876621207667,28.0151477144029,28.9907329402806,27.5792456068767,27.7900582983609,28.8710691766548,27.86188675492,28.9131525641317,28.7869506724306,28.456949181583,28.8242072123474,28.5752996431598,28.6907965360732,28.4279005259024,28.4109350882998,28.2750221591525,27.7381625782697,27.3815139072254,28.3018292588551,28.0506331895759,27.4945829112794,27.3551402864833,29.0097411574523,27.8580758789871,28.3837037651978,27.2836500720526,28.2250810498776,26.7868420219298,28.2608708764695,27.8894933800481,27.1354143300155,27.9501696308821,28.4095367376847,28.363747908927,29.1752045935453,27.3467617810955,27.3200495097145,29.1305089778943,28.3735985334608,28.1618218547557,29.0944385517146,28.5532337825937,28.0623574683383,27.7125130416946,27.3946605106723,28.0088587456643,28.3439227769094,27.7055835607636,28.0927266599804,28.2090073689253,28.282227332635,28.9769571059788,27.8268818557024,27.3516485722353,27.6230386378541,28.8253016001971,28.1756864426289,29.2714852507859,29.0423056302088,28.9747778808318,28.1285582671115,27.5882508422091,27.0681437152694,27.6586529985206,27.4506201409725,26.9330451331743,27.3792613521476,27.1292861617672,27.1772780953754,27.1004977675967,27.7963181094943,27.1303919278959,26.80701032595,27.4775067996224,26.9417241194753,26.8719518487932,27.4496888423653,27.1986678973613,28.4034013905562,27.6310462440636,27.6993466586976,26.8848841946778,27.8123649613902,27.536930029728,27.2416137217255,27.3414509564334,26.7636929927031,27.2178388074671,27.5519627249201,27.5089355187671,27.7376362393968,27.6641756607559
"P25311",25.7818194280726,25.255406393528,25.86844024132,26.0818443904725,25.7589055313506,24.6770128773042,26.4095959087094,25.5892816219799,24.9714616358089,25.6374211003352,25.0347138429177,25.6823267313802,26.9101622583455,26.9400913136707,26.0522128016813,26.7056942882536,27.0829630777913,26.3466711687479,27.3620589901921,25.6672771368444,25.4742974923893,25.4239922188569,26.1056972247431,25.6887572040816,26.4174618783413,25.1733442419326,27.312726773604,26.4158111277547,25.54828948236,27.0810287468591,25.3984608442218,25.5403598373266,25.9368136791242,24.6982241512558,26.6646515926756,25.3964195138619,25.763365568504,26.2910841173907,25.5627880065288,26.9232160292715,26.0023492610322,26.5880079631673,25.8624756146037,25.5154194060055,25.7898285248521,26.7624249250213,26.4320208666325,25.5668236761978,26.3519745700362,25.8274993243174,26.7650666145779,25.5573967384218,26.03353121789,25.2371262074751,25.2956169139974,25.8500637651145,25.7645993026685,25.0207677096148,25.2223826428612,25.4640762959412,25.7948204863316,25.3791879650648,25.398441141969,26.9042287852982,25.1803392813912,27.1847376556566,25.3256064445349,25.4368004839584,26.4897558609097,25.7403027696537,25.461465083614,25.1708179647035,26.2968338890954,25.460299025933,25.9615618565365,25.7030793786687,25.5824909432953,25.8702874811363,25.9361706320931,25.5425775448662,25.6262182467169,25.7617376781216,25.4888366255287,25.46229269743,26.9707644417243,25.261543032954,25.2706894173284,25.5140874808704,24.8057774212531,26.456058820463,25.6478952322817,26.5212991040112,26.7132585435163,26.6766705550337,24.7420604134329,26.2739175055911,26.1202926239592,26.287891296453,24.9671937106233,25.3725672623011,25.2172215733721,25.5659677229873,25.4701037532021,25.4889839288189,25.7884637517959,25.6727292943441,25.7649629829802,25.9230538628833,25.5543273558037,25.4231182189466,25.8246164791081,25.8871240956487,25.3582475528876,25.7594119773136,26.263751452593,25.3326291079548,25.5888894772914,25.4364149450659,24.6921925623216,25.5775012066045,25.9561636039266,25.1610737423642,25.4528173490239,25.5111191209587,25.1456249694112,24.6208588947238,24.9375726377307,25.3726254452958,25.4365275422226,25.8784995404034
"P06727",26.6623956559185,26.1109461720946,28.6229634828857,25.8351276007796,27.3981258693273,26.2929307276491,28.2587500393797,26.5322939702569,26.1573071480887,25.5675540286473,26.0236508150371,27.095617224269,27.5759917999231,27.7254546743825,27.7846322498261,27.7237305120033,28.9525512630929,28.2573872671689,28.7004372839231,27.2647256374474,26.4520050247122,27.3523531686933,27.1849045430211,26.1430474599229,26.9231126367005,25.88166562368,28.2590602080084,27.769695516139,27.0691011106257,27.9250064473654,27.188075665503,26.648105080382,28.0467536669141,26.6530234786679,27.8577161412572,26.7355474507779,27.2636243863219,26.7964399118759,24.9877749882679,29.3142331853099,28.2305688979566,29.1777607682415,26.7863426227959,27.1654938925052,28.0181079599958,27.0707168112046,26.7534010103452,28.6471240637315,27.4814247485166,27.1431240860069,25.8978668696697,26.4418180769716,28.4690246784604,26.9313731610815,28.8280786514563,27.2398071079306,29.1323874010499,27.130022333223,26.2446170167361,28.1539372890474,26.3875389484861,27.6770175027247,27.4719275756478,28.0621831973605,26.9150128787356,28.2940418245927,27.2980817312948,26.6829070615248,27.5196053012575,27.7440627900183,27.2986807094894,25.4895884255614,26.6087361397387,26.3004468271995,25.7800934657491,26.8095387256659,25.9953623510316,27.5875066312983,26.5602681035019,26.2722138656958,27.5758808094744,26.0480484442284,26.1455433452476,24.9153359053097,28.031608160371,27.6435521474468,27.1322784962473,25.6773927577781,26.0064358328919,27.496214398233,25.9554768905744,28.2951426754925,28.1274296819797,27.8904586532525,27.1438800053312,27.4669602901367,27.867226131946,28.0692568445748,28.2024047057648,27.9911130844123,27.2469958270454,28.2386747108801,28.171006176,27.9193734664686,28.0642600663257,27.5931634723797,28.540725081294,28.1140924366627,27.4502071858626,27.7884409498289,28.3535345390498,28.5346057887575,27.6004715889381,28.3078238018242,28.2020544544643,27.950972129912,27.5251424928736,27.5828057174375,28.0833858316802,27.6277862277008,28.1140433339752,28.5669934128118,27.6294371126635,27.9415708257903,27.1384180564492,27.449855180792,28.1011063956489,27.7338153563131,28.0415360028872,27.970517838438
"P02652",27.8425699848835,26.1715257683529,24.9507957928122,22.220951568489,27.7844290694355,22.5799088352939,26.0935948727211,26.9624937897312,27.1643666825608,22.004155130857,27.3577238092508,27.2008083775175,27.5319873666584,27.1403010312157,27.6236444248223,26.6027850488671,27.3034459048179,26.6287239743643,26.7250722601197,22.9759443269925,26.9044974567858,27.0167924784766,23.8364813175917,24.1270590125834,24.499577196658,27.0749301491041,26.9530108963353,21.2441883239904,23.6455083681312,26.9725420725967,26.9910914535847,28.1892902488534,25.9009905035381,23.9420662852853,26.9179356314164,25.7079420108174,22.8146934472655,27.2740904612576,24.8035122372807,27.1149126334433,26.8321609614769,27.3527590077233,24.0896601170766,27.486179398912,26.9338848493337,26.658468868438,26.9042046171132,26.2316099773709,27.18006211562,27.2913192539381,27.3077990706825,27.3606583727351,28.6864026373485,24.6090161483415,26.4343004014019,26.0158128195069,26.1272188498518,26.5833836389468,21.6640670186258,27.2044475633003,27.2311120233998,25.3005533762618,27.271896114279,27.0958386795735,27.1326712013857,26.2704902466564,27.0334246819776,27.4240229838537,27.4053693754143,26.8069963673851,25.8429682275508,27.0756606344402,25.7959289661553,26.1109152767607,26.9394681099447,27.2464437171173,25.1276407981424,24.2666913351054,26.7987757347558,25.8913241677063,27.5027186812731,26.7273044564455,27.5485973445552,26.9731149728128,26.6951000800974,26.9388142232477,23.9598029986607,27.8285608106408,27.3721690841821,27.249751042127,26.8728175459877,26.9028166106742,27.444915543567,27.219955926065,24.8487850024046,26.9075920225582,26.1679520438886,26.9381903777354,27.7674079787383,27.7617690205405,23.3835691716329,25.6222461310515,26.0563663310032,24.5371288019709,25.7343590107743,25.9438380358234,25.7072832931445,25.1655205740669,26.1424939803791,24.2954652979532,24.7103084896081,25.4600191168134,21.4254149261559,23.727469413104,25.4130736692506,23.552152751221,23.6545154120103,26.9066020945311,23.4324423730095,25.8113625411666,26.8580123074911,24.5477190934256,23.0842634134423,23.3234239809211,25.1907161429449,22.4199813880487,24.7854114583369,25.2506870226335,23.935759366672,26.3783689499756
"P00740",21.0455323829705,20.2789729863064,20.3017373146777,21.2848997656437,20.6456099737975,20.434927991082,21.4201221387531,20.8489071337257,21.1394188264831,21.0966539086431,20.5426234511216,20.9050066008378,21.4426240329525,21.0309085520663,20.7756569748339,21.2778288268499,21.6030483250591,21.154806368322,21.6360007988196,21.6146581781978,20.7320585044638,20.9484600607946,21.303479490201,21.4967331155035,21.2767241915716,21.6656919976288,21.0393220446243,21.172698515925,20.3725632770786,21.0688712821803,20.5625875217311,19.9797811749524,21.1608893380402,20.0100774391586,21.8906322244007,20.3053579671751,20.8292653178479,21.3188387328069,21.3414054567351,22.1609303803477,21.0316443348803,21.0286675903588,20.6850260903984,21.4481967314637,21.6548005489317,21.3537455837402,21.5314580902318,20.8652603949536,21.1917914905568,20.529161907408,21.8188780045417,20.6842882209203,20.6036868278503,20.7321463875325,20.6384154965491,20.7357721739934,21.2225835551068,21.4541467487365,20.693338915214,20.3530035605184,21.1202734470568,21.0234462882155,20.6773595491152,21.5097564027145,21.6197184843741,21.5360541337704,20.747806092443,20.6074933193986,20.2713188268814,21.0924745627615,20.9621778333056,21.361600612378,21.2956490007476,20.1824396988039,20.4379671977267,21.2381312177029,21.1080123062341,21.0143005844288,21.3200719652989,21.5475229517487,20.9598658468986,20.7295564380296,20.3286126985438,20.9597946163308,21.9568746040211,20.3723751620538,21.3023544421559,21.3009680467145,20.5202589824154,21.581514373476,20.8957023350045,21.0678337950284,21.4794790692906,21.4904099830645,20.83000874072,21.6509620999819,21.6618281035151,21.3820815842391,20.7169002416596,20.7281526189504,19.5055232566441,20.2710129362095,20.4607300472723,20.1874027002286,20.3650285583574,20.0500000627526,20.0112297127733,19.8461040090175,20.4594054019892,19.9346022505548,20.0823567195085,19.9805098847025,19.7060942073455,19.9193086255288,20.528613400057,20.1678351146049,20.4368668563962,20.2364047941589,20.2693250963553,19.6886892328728,20.388971854939,20.104876536316,20.1072799182737,20.8009207486943,19.9123916110898,20.2358301843987,20.7009671057538,20.142714868012,20.6473218357424,20.7479655266109
"P01019",27.7917310601365,27.0727248608086,26.6828116059712,27.5968184055062,27.0937584606274,26.163949968753,27.1534162704603,26.8952767423354,27.4727889916433,27.6579537241425,26.7939334657864,26.683517677637,27.5748125802902,27.650474398494,25.6195199140755,27.688855681111,27.2777004408312,27.4576937351661,28.2410580926712,27.6706088174228,27.0555161267716,27.1191740198826,26.9563617989206,27.6172908958522,27.6896415493605,26.9444217314001,27.5684153043068,27.7109840040934,26.2856525333283,27.5914902742921,27.2495874398617,27.3277603980833,27.9914696867481,26.3602062488226,27.2973954606884,27.1641432222772,26.0460985129926,26.9896681247708,27.3810003926897,28.0067136915648,27.3330544588269,27.0691832418876,27.7634130860929,27.4907126988553,27.1781345994681,27.7147165356449,28.2874232480179,27.1506853454873,27.3099779518162,27.1911893705445,28.1492714194326,27.2243139562902,27.351207367381,26.2499694388706,27.9934333128413,27.3738075926997,27.2715080521485,27.511833107364,25.9706810752229,26.2224665193871,26.4814562837876,27.0490051336804,26.3919460234859,27.36907251421,27.2775429572949,28.1331862784915,26.3483722434101,26.1716326571499,25.9806658071431,27.4168493162261,27.1160226432735,26.9570530523202,27.4442193511796,26.15871753822,26.6980108672426,26.87545511704,27.2707763765714,27.080376127518,26.9730088746277,27.4349935083282,26.8671290193863,26.7413344861684,26.2833694518462,27.0391615389874,27.7302606347551,26.0324690358442,27.5025663398909,27.7518153495795,26.5755887553498,27.6142798374504,26.767236107977,26.9958996155702,26.9974798882049,26.9966245063457,26.8113160869104,27.40078278083,27.5903820302438,27.4752004259175,26.6519301130103,25.7441174164497,25.9577444174072,27.2307339382677,26.1680576670661,25.3838672116054,26.0245308225883,25.8626095504117,25.9740308950703,25.757207986787,26.3453456847633,25.4145113084033,25.639709444086,25.7661511623438,25.935847472739,25.3843259489204,26.1801375597707,26.2780347880643,26.6152621045561,25.925143849934,25.9781772300397,25.7330291869374,25.9171210049334,26.0188625205051,26.4085964084402,26.5476856794515,25.3999376165224,26.31329354383,25.5605195456302,26.2663389053928,26.1582665174886,26.5338843372795
"P04264",25.9839923760168,25.6408554549179,25.9562545500905,25.3963456877437,26.0897779330157,24.2897858899878,25.462845964884,22.7901621320448,24.5764173380068,22.3991429503369,27.1154982256093,23.0910052968647,27.3768344264317,26.4196295154879,23.8640715361781,26.9503480025808,22.7535062918749,27.5056475464838,26.8413911062813,25.7394842815972,24.7293970102011,27.2727926457175,26.3506254932305,25.1254270294887,26.4047843931155,22.6026944480986,26.2662858547643,25.0826069527633,25.7424541825938,23.6113183220373,26.3239714520779,26.5376954547682,25.7017123574554,24.0950207675009,25.0779429142559,24.0894281741859,22.8013314239117,24.7767349184602,26.2191741347037,23.7194274685779,25.7493413068541,24.196996913599,24.5174831749821,25.5899030044496,24.2432379164649,27.3053487258936,25.5579752304154,25.5822912023789,27.2115786577465,26.4532708852378,26.4542477023151,26.4800345408516,26.570418587774,26.614240402524,22.8867053963961,21.5817615425861,24.9011854659928,23.499773154642,24.1464881925947,24.7512371615161,23.2353934377281,22.1811569591984,22.4215586813946,24.6313212901045,22.3964120660885,23.8431360069797,23.0969710143406,24.2840635553245,26.3639831227666,24.9654949945996,22.80867995566,22.3517580100538,24.5295883059748,26.8521327544064,21.6574885522251,23.4560653397427,22.0902589553255,25.7109062540662,21.5420387928711,25.5061967890398,24.5457651938142,24.1951492924524,24.7463008818883,23.0432661394089,27.9201452884842,24.786795369479,22.6586074584746,23.7367090076318,23.3492625984079,25.661502165352,22.5393229582851,24.6100288227194,24.5351778243923,27.4068167841292,23.6223299261353,24.9413510644919,25.6956958956612,26.7108218800394,24.1684450389346,24.7873686513643,25.9786835797914,25.0607516658725,25.3371855072404,24.7431042319661,25.4298411409504,26.384384318416,25.5322569862346,26.1053367561723,22.6496584554558,25.229920132968,22.7322357560586,23.992408957804,24.6786432258289,21.5640561974,24.8150777581385,24.3153920044833,23.9446718526671,23.8383816420364,23.8079753020566,22.5792823266078,23.235196785527,22.4976513545253,25.1646350654044,21.1433293366433,23.0132679734187,23.084156989662,24.4573227590193,23.0882259995374,24.1467081899393,22.5159596496604
"P08571",14.4901381883441,15.5366903391733,18.5228299174876,20.7073713502033,14.0136997001095,18.5738823517572,18.1455095934725,19.9507283128133,20.650587684384,20.0068426901923,21.6584161309964,19.6122893540038,19.8046883989173,19.3579598783946,18.1243775641782,18.2982758873253,19.4194437147827,19.5149841528219,19.3549774254692,21.3594529569836,17.1318139652128,18.7612133858665,17.7670086574334,19.8457503643264,17.9286804056462,19.4736240083764,14.3880473636082,17.7788603707432,19.5642892547199,17.5135848119111,16.6859300908334,17.390405024334,18.9104496751202,18.675669027363,19.7867856998721,20.0960101553283,18.4491267158314,20.0241397480801,19.0716599067428,19.5868689912776,18.7426510145442,18.6698037534129,18.636451862875,20.7447770213308,19.7616189156197,19.5026225442018,20.2785810386109,18.279106514535,20.5818596262335,16.7178663586278,18.56978760964,17.0642126857465,19.4188098660907,18.1166447451999,21.3236779542191,20.4729398755427,20.1970715973823,20.7882795932105,19.0922850108352,19.6308677081213,19.3252642751798,19.7975561566378,19.9064458487213,20.9678369734456,19.6914091478163,20.09211448574,19.7866443766539,20.3109127202889,19.399799966573,21.7594937398801,19.7176787656234,20.4548336258292,19.2522958423263,18.9473704598957,21.3681383148425,20.5305134043383,20.1931288700043,19.7194926031694,19.7291882233456,19.6502383759122,21.1275217834335,20.0572291919481,20.5125549143403,21.3047021346043,21.4188671091271,19.0540048721812,19.2529388681988,20.390203390458,20.8075681254798,21.2436298800103,19.6362541219982,18.4717173611722,19.7135038190937,20.5493813085554,19.8839713237504,20.9854599321652,21.6030355077351,21.0903604391073,20.4792534157184,20.2999802367605,17.7128057272575,17.5882064703571,17.2491542020495,17.5418076512382,16.3144993395168,16.6864209163215,16.9123395220127,16.6049063021613,17.3678860790837,16.9685018799113,16.1524769722781,16.9181833789332,17.1451327040997,16.6697450112242,17.6476449770556,17.0317691451166,17.9288746793367,18.8010176599489,17.3514418037475,16.9542461884878,17.8223473841194,17.3910829490675,18.0729650504454,18.138438706141,17.1956973731361,17.8031693831503,17.728452541622,17.4251033523017,17.7965706072671,17.4340483521512
"P01834",29.6969890591303,29.5613396860882,29.509328140715,29.1008968078011,29.4146809822227,27.1642124434141,28.894346887579,29.2536070261609,28.7998264523204,28.5466900821986,28.4183292725846,28.4014906125238,29.288356931086,29.2419066447838,28.9512590097593,29.4829504623728,29.2097173534367,29.3432629861501,28.6422196380943,29.0769215854282,29.1154615536842,28.8149145045157,27.5536793256969,28.2256413943871,28.9582831265386,28.8477458473687,29.8284609572074,27.5225907497761,28.682099614734,28.467144306338,30.051806031875,28.8634543079631,28.379591217343,27.5618465877951,27.6207425790249,28.7010936331728,28.0505074831931,28.7170411778553,28.4369460825901,27.9634665743577,29.5761685291088,28.8151578140924,28.6723331833048,28.7756198246369,28.5235796626839,29.5850089388725,29.5895905787795,28.569330889801,29.6153498917401,29.7951167686204,29.6599334177948,28.3800618883261,28.6750824602535,27.5723446088135,29.1454584609364,28.1961639979879,29.0112214533302,28.6692250489611,28.3266273918252,28.6827792503549,28.9382793227191,27.508951109522,28.2644849806036,29.223314435822,28.5583732981956,29.43683846521,27.9572991333664,28.9853891723491,28.2681763128466,29.2694787139496,27.8271850008701,28.2089069337039,28.4548266492598,28.2304482570818,29.9343584711323,28.5094865315651,27.408249782691,28.4900566323012,28.091024027154,28.5407644497587,28.0944564421353,28.4716900968703,28.3317665511642,28.0517029940749,28.8309123432684,28.2698175394413,28.3457478155768,28.6255371811046,28.4685215050869,29.2356483489727,29.1118566403685,29.2402530084808,28.6971395947681,29.0821316475203,28.6642608539059,29.1197778386433,29.0578696247533,28.9144603192289,29.670835370063,29.5112237360877,28.2598983932402,28.978981231543,28.8379747227914,28.8156647319987,29.3757049874195,28.8061153283751,28.7707153036891,28.7213393380076,28.690743688653,28.9881256538191,28.5758974239727,28.5394870867879,27.6369739225509,28.5562025658747,28.3971928276975,27.4436387865819,27.5324451073236,28.9735874574226,28.2916484931376,27.6834002015088,28.402270973687,28.503809242728,27.5531434150131,27.8455545594467,27.771211575446,27.139025423862,27.7983360286535,28.1894676201008,27.1956820380233,28.3957163790862
